TaskID, TaskType, Elapsed, Deserialize, DeserializeCPU, Serialize
  4153, ShuffleMapTask, 338.00, 2.00, 1982924.00, 1.00
  4185, ShuffleMapTask, 236.00, 0.00, 1551355.00, 1.00
  4107, ShuffleMapTask, 513.00, 2.00, 2450474.00, 1.00
  4199, ShuffleMapTask, 193.00, 2.00, 1805735.00, 0.00
  4184, ShuffleMapTask, 240.00, 2.00, 1953375.00, 0.00
  4177, ShuffleMapTask, 269.00, 1.00, 1757926.00, 1.00
  4197, ShuffleMapTask, 222.00, 2.00, 1799242.00, 1.00
  4141, ShuffleMapTask, 395.00, 2.00, 1869166.00, 0.00
  4195, ShuffleMapTask, 226.00, 2.00, 1768480.00, 1.00
  4190, ShuffleMapTask, 246.00, 3.00, 2423687.00, 0.00
  4193, ShuffleMapTask, 235.00, 2.00, 1785620.00, 0.00
  4204, ShuffleMapTask, 209.00, 2.00, 1543851.00, 0.00
  4200, ShuffleMapTask, 225.00, 1.00, 2043646.00, 0.00
  4196, ShuffleMapTask, 242.00, 2.00, 1767172.00, 0.00
  4173, ShuffleMapTask, 330.00, 2.00, 1965792.00, 0.00
  4203, ShuffleMapTask, 225.00, 2.00, 1760165.00, 0.00
  4180, ShuffleMapTask, 295.00, 3.00, 2731674.00, 0.00
  4172, ShuffleMapTask, 346.00, 2.00, 2018839.00, 0.00
  4192, ShuffleMapTask, 265.00, 2.00, 2111125.00, 0.00
  4207, ShuffleMapTask, 216.00, 3.00, 1943024.00, 0.00
  4191, ShuffleMapTask, 280.00, 3.00, 2138909.00, 0.00
  4194, ShuffleMapTask, 274.00, 2.00, 2255918.00, 0.00
  4130, ShuffleMapTask, 505.00, 2.00, 2509256.00, 0.00
  4214, ShuffleMapTask, 216.00, 2.00, 2025716.00, 0.00
  4215, ShuffleMapTask, 215.00, 3.00, 1889515.00, 0.00
  4189, ShuffleMapTask, 312.00, 3.00, 2359765.00, 0.00
  4211, ShuffleMapTask, 233.00, 3.00, 2369513.00, 0.00
  4216, ShuffleMapTask, 216.00, 2.00, 1843819.00, 0.00
  4231, ShuffleMapTask, 196.00, 4.00, 2805103.00, 0.00
  4222, ShuffleMapTask, 219.00, 3.00, 3075934.00, 0.00
  4227, ShuffleMapTask, 211.00, 2.00, 1891293.00, 0.00
  4234, ShuffleMapTask, 194.00, 2.00, 2112427.00, 0.00
  4168, ShuffleMapTask, 407.00, 2.00, 2282643.00, 0.00
  4235, ShuffleMapTask, 196.00, 2.00, 1920664.00, 0.00
  4232, ShuffleMapTask, 220.00, 2.00, 1542147.00, 0.00
  4198, ShuffleMapTask, 319.00, 2.00, 2414409.00, 1.00
  4223, ShuffleMapTask, 238.00, 7.00, 2871999.00, 0.00
  4230, ShuffleMapTask, 234.00, 2.00, 2116526.00, 0.00
  4219, ShuffleMapTask, 256.00, 3.00, 1879233.00, 0.00
  4209, ShuffleMapTask, 283.00, 2.00, 2006717.00, 1.00
  4238, ShuffleMapTask, 194.00, 2.00, 2087416.00, 1.00
  4212, ShuffleMapTask, 286.00, 2.00, 1781668.00, 0.00
  4239, ShuffleMapTask, 197.00, 2.00, 2131985.00, 0.00
  4155, ShuffleMapTask, 477.00, 2.00, 2353464.00, 0.00
  4226, ShuffleMapTask, 256.00, 3.00, 2646190.00, 0.00
  4233, ShuffleMapTask, 249.00, 3.00, 2934626.00, 1.00
  4245, ShuffleMapTask, 186.00, 2.00, 1882161.00, 0.00
  4201, ShuffleMapTask, 339.00, 3.00, 2767356.00, 0.00
  4243, ShuffleMapTask, 198.00, 3.00, 2864395.00, 0.00
  4206, ShuffleMapTask, 323.00, 2.00, 2383425.00, 0.00
  4241, ShuffleMapTask, 211.00, 3.00, 2210865.00, 0.00
  4228, ShuffleMapTask, 271.00, 2.00, 1550918.00, 0.00
  4236, ShuffleMapTask, 237.00, 3.00, 1915974.00, 0.00
  4218, ShuffleMapTask, 298.00, 1.00, 1576604.00, 0.00
  4251, ShuffleMapTask, 183.00, 3.00, 2008553.00, 0.00
  4205, ShuffleMapTask, 345.00, 2.00, 1685232.00, 0.00
  4246, ShuffleMapTask, 209.00, 3.00, 2221764.00, 0.00
  4250, ShuffleMapTask, 200.00, 1.00, 1796328.00, 0.00
  4247, ShuffleMapTask, 212.00, 3.00, 2392115.00, 1.00
  4221, ShuffleMapTask, 318.00, 3.00, 1849294.00, 0.00
  4240, ShuffleMapTask, 254.00, 2.00, 1605634.00, 0.00
  4249, ShuffleMapTask, 223.00, 2.00, 1833438.00, 0.00
  4169, ShuffleMapTask, 496.00, 2.00, 2731247.00, 1.00
  4252, ShuffleMapTask, 209.00, 2.00, 1884564.00, 0.00
  4255, ShuffleMapTask, 203.00, 1.00, 1829968.00, 0.00
  4224, ShuffleMapTask, 315.00, 2.00, 1991170.00, 0.00
  4213, ShuffleMapTask, 349.00, 3.00, 2169769.00, 0.00
  4264, ShuffleMapTask, 188.00, 3.00, 1951428.00, 0.00
  4225, ShuffleMapTask, 324.00, 2.00, 1984918.00, 0.00
  4260, ShuffleMapTask, 213.00, 3.00, 2905032.00, 0.00
  4258, ShuffleMapTask, 218.00, 2.00, 2073282.00, 0.00
  4266, ShuffleMapTask, 191.00, 3.00, 2193813.00, 0.00
  4270, ShuffleMapTask, 180.00, 1.00, 1461288.00, 0.00
  4259, ShuffleMapTask, 223.00, 4.00, 2631293.00, 0.00
  4265, ShuffleMapTask, 208.00, 3.00, 3168857.00, 0.00
  4182, ShuffleMapTask, 473.00, 3.00, 2972112.00, 0.00
  4237, ShuffleMapTask, 308.00, 2.00, 2275409.00, 0.00
  4217, ShuffleMapTask, 376.00, 2.00, 1378284.00, 0.00
  4248, ShuffleMapTask, 275.00, 2.00, 1715431.00, 0.00
  4274, ShuffleMapTask, 188.00, 1.00, 1924231.00, 0.00
  4254, ShuffleMapTask, 252.00, 2.00, 1909513.00, 0.00
  4261, ShuffleMapTask, 231.00, 3.00, 2801102.00, 0.00
  4271, ShuffleMapTask, 200.00, 3.00, 2823562.00, 0.00
  4208, ShuffleMapTask, 406.00, 2.00, 1907014.00, 0.00
  4220, ShuffleMapTask, 377.00, 4.00, 1877157.00, 0.00
  4188, ShuffleMapTask, 483.00, 2.00, 2317329.00, 0.00
  4269, ShuffleMapTask, 216.00, 2.00, 1767873.00, 0.00
  4276, ShuffleMapTask, 199.00, 2.00, 2143312.00, 0.00
  4278, ShuffleMapTask, 190.00, 3.00, 3000376.00, 0.00
  4244, ShuffleMapTask, 320.00, 2.00, 1987751.00, 0.00
  4280, ShuffleMapTask, 202.00, 2.00, 1811249.00, 0.00
  4210, ShuffleMapTask, 436.00, 14.00, 2938514.00, 0.00
  4281, ShuffleMapTask, 203.00, 2.00, 1914375.00, 0.00
  4256, ShuffleMapTask, 289.00, 2.00, 2122372.00, 0.00
  4229, ShuffleMapTask, 405.00, 2.00, 1857060.00, 1.00
  4279, ShuffleMapTask, 217.00, 2.00, 2199501.00, 1.00
  4253, ShuffleMapTask, 306.00, 2.00, 2466553.00, 0.00
  4284, ShuffleMapTask, 212.00, 3.00, 1979088.00, 0.00
  4286, ShuffleMapTask, 209.00, 2.00, 2134025.00, 0.00
  4257, ShuffleMapTask, 316.00, 4.00, 3333339.00, 1.00
  4293, ShuffleMapTask, 192.00, 3.00, 2443231.00, 0.00
  4289, ShuffleMapTask, 207.00, 4.00, 3166909.00, 0.00
  4295, ShuffleMapTask, 190.00, 2.00, 1871911.00, 0.00
  4288, ShuffleMapTask, 215.00, 2.00, 1946235.00, 0.00
  4297, ShuffleMapTask, 189.00, 1.00, 1847777.00, 1.00
  4292, ShuffleMapTask, 201.00, 2.00, 1880700.00, 0.00
  4291, ShuffleMapTask, 211.00, 2.00, 1994686.00, 1.00
  4296, ShuffleMapTask, 204.00, 2.00, 1944393.00, 0.00
  4268, ShuffleMapTask, 306.00, 3.00, 2600377.00, 0.00
  4307, ShuffleMapTask, 184.00, 2.00, 1799709.00, 0.00
  4305, ShuffleMapTask, 194.00, 2.00, 2029129.00, 0.00
  4262, ShuffleMapTask, 332.00, 2.00, 1744764.00, 0.00
  4287, ShuffleMapTask, 252.00, 2.00, 2581031.00, 1.00
  4273, ShuffleMapTask, 305.00, 3.00, 2487209.00, 0.00
  4300, ShuffleMapTask, 212.00, 1.00, 1796594.00, 0.00
  4303, ShuffleMapTask, 210.00, 2.00, 1910848.00, 0.00
  4313, ShuffleMapTask, 188.00, 2.00, 1398892.00, 0.00
  4294, ShuffleMapTask, 234.00, 2.00, 1909123.00, 0.00
  4309, ShuffleMapTask, 196.00, 2.00, 2029577.00, 0.00
  4272, ShuffleMapTask, 323.00, 5.00, 4736637.00, 0.00
  4275, ShuffleMapTask, 315.00, 7.00, 3822880.00, 0.00
  4311, ShuffleMapTask, 207.00, 2.00, 1748969.00, 1.00
  4285, ShuffleMapTask, 290.00, 2.00, 1906397.00, 0.00
  4301, ShuffleMapTask, 240.00, 2.00, 1937951.00, 0.00
  4282, ShuffleMapTask, 310.00, 3.00, 2311431.00, 0.00
  4314, ShuffleMapTask, 204.00, 2.00, 1740338.00, 0.00
  4242, ShuffleMapTask, 446.00, 3.00, 2686643.00, 0.00
  4306, ShuffleMapTask, 245.00, 2.00, 1708316.00, 0.00
  4267, ShuffleMapTask, 371.00, 3.00, 2125695.00, 0.00
  4327, ShuffleMapTask, 187.00, 1.00, 1486773.00, 0.00
  4283, ShuffleMapTask, 323.00, 2.00, 2776040.00, 0.00
  4319, ShuffleMapTask, 214.00, 2.00, 1685286.00, 0.00
  4328, ShuffleMapTask, 196.00, 2.00, 1879133.00, 0.00
  4304, ShuffleMapTask, 272.00, 7.00, 2075321.00, 0.00
  4329, ShuffleMapTask, 197.00, 2.00, 2125252.00, 0.00
  4316, ShuffleMapTask, 239.00, 3.00, 1986621.00, 0.00
  4299, ShuffleMapTask, 292.00, 2.00, 1847468.00, 1.00
  4263, ShuffleMapTask, 421.00, 3.00, 2480316.00, 0.00
  4290, ShuffleMapTask, 326.00, 2.00, 2453426.00, 0.00
  4337, ShuffleMapTask, 204.00, 2.00, 1776420.00, 0.00
  4335, ShuffleMapTask, 211.00, 3.00, 2859131.00, 0.00
  4326, ShuffleMapTask, 240.00, 2.00, 1899201.00, 0.00
  4277, ShuffleMapTask, 395.00, 4.00, 3528688.00, 1.00
  4342, ShuffleMapTask, 196.00, 2.00, 2145810.00, 0.00
  4315, ShuffleMapTask, 269.00, 2.00, 1815898.00, 0.00
  4332, ShuffleMapTask, 227.00, 2.00, 2112084.00, 0.00
  4343, ShuffleMapTask, 206.00, 2.00, 1828222.00, 0.00
  4298, ShuffleMapTask, 342.00, 2.00, 1582155.00, 0.00
  4344, ShuffleMapTask, 201.00, 2.00, 1932146.00, 0.00
  4333, ShuffleMapTask, 241.00, 3.00, 2880745.00, 0.00
  4347, ShuffleMapTask, 201.00, 2.00, 2001101.00, 0.00
  4339, ShuffleMapTask, 248.00, 3.00, 2050972.00, 1.00
  4341, ShuffleMapTask, 250.00, 2.00, 1798268.00, 0.00
  4356, ShuffleMapTask, 186.00, 2.00, 1855136.00, 0.00
  4352, ShuffleMapTask, 198.00, 3.00, 1851033.00, 0.00
  4331, ShuffleMapTask, 268.00, 2.00, 1963365.00, 0.00
  4355, ShuffleMapTask, 190.00, 3.00, 1858021.00, 0.00
  4302, ShuffleMapTask, 362.00, 2.00, 2432768.00, 0.00
  4317, ShuffleMapTask, 317.00, 3.00, 2553055.00, 0.00
  4358, ShuffleMapTask, 197.00, 2.00, 1938188.00, 0.00
  4359, ShuffleMapTask, 201.00, 2.00, 1845710.00, 0.00
  4320, ShuffleMapTask, 334.00, 3.00, 2375118.00, 0.00
  4318, ShuffleMapTask, 340.00, 3.00, 1948577.00, 0.00
  4361, ShuffleMapTask, 207.00, 3.00, 3638369.00, 0.00
  4338, ShuffleMapTask, 324.00, 3.00, 2535867.00, 0.00
  4357, ShuffleMapTask, 253.00, 3.00, 2078704.00, 0.00
  4351, ShuffleMapTask, 276.00, 3.00, 2490582.00, 0.00
  4370, ShuffleMapTask, 213.00, 3.00, 2079109.00, 0.00
  4367, ShuffleMapTask, 223.00, 2.00, 2027291.00, 0.00
  4350, ShuffleMapTask, 279.00, 2.00, 2289046.00, 0.00
  4362, ShuffleMapTask, 238.00, 2.00, 1989460.00, 0.00
  4310, ShuffleMapTask, 406.00, 5.00, 3560750.00, 0.00
  4360, ShuffleMapTask, 252.00, 2.00, 2814226.00, 0.00
  4340, ShuffleMapTask, 328.00, 3.00, 2728443.00, 0.00
  4334, ShuffleMapTask, 334.00, 2.00, 1969180.00, 0.00
  4376, ShuffleMapTask, 201.00, 2.00, 1784384.00, 0.00
  4353, ShuffleMapTask, 271.00, 2.00, 2258703.00, 0.00
  4308, ShuffleMapTask, 414.00, 2.00, 2484248.00, 0.00
  4373, ShuffleMapTask, 218.00, 2.00, 1855963.00, 0.00
  4324, ShuffleMapTask, 364.00, 2.00, 2020765.00, 0.00
  4364, ShuffleMapTask, 239.00, 3.00, 1874830.00, 0.00
  4369, ShuffleMapTask, 225.00, 3.00, 2341828.00, 0.00
  4346, ShuffleMapTask, 301.00, 3.00, 2860337.00, 0.00
  4349, ShuffleMapTask, 291.00, 2.00, 1786402.00, 0.00
  4372, ShuffleMapTask, 222.00, 2.00, 1573577.00, 0.00
  4325, ShuffleMapTask, 370.00, 2.00, 1902231.00, 0.00
  4330, ShuffleMapTask, 367.00, 4.00, 3457345.00, 0.00
  4365, ShuffleMapTask, 260.00, 2.00, 1862353.00, 0.00
  4384, ShuffleMapTask, 215.00, 2.00, 1975140.00, 0.00
  4312, ShuffleMapTask, 449.00, 3.00, 2789426.00, 0.00
  4368, ShuffleMapTask, 273.00, 3.00, 1958911.00, 0.00
  4388, ShuffleMapTask, 209.00, 2.00, 1839228.00, 0.00
  4398, ShuffleMapTask, 179.00, 2.00, 2096901.00, 0.00
  4345, ShuffleMapTask, 358.00, 2.00, 1990584.00, 0.00
  4394, ShuffleMapTask, 196.00, 3.00, 2607864.00, 0.00
  4383, ShuffleMapTask, 247.00, 2.00, 1895777.00, 0.00
  4336, ShuffleMapTask, 406.00, 2.00, 2048543.00, 0.00
  4382, ShuffleMapTask, 252.00, 2.00, 1992028.00, 0.00
  4379, ShuffleMapTask, 266.00, 2.00, 1414390.00, 0.00
  4322, ShuffleMapTask, 451.00, 2.00, 1741564.00, 0.00
  4380, ShuffleMapTask, 267.00, 2.00, 1980286.00, 0.00
  4375, ShuffleMapTask, 286.00, 2.00, 1893339.00, 1.00
  4348, ShuffleMapTask, 376.00, 2.00, 2034969.00, 0.00
  4402, ShuffleMapTask, 189.00, 2.00, 2291931.00, 0.00
  4389, ShuffleMapTask, 241.00, 3.00, 2160686.00, 0.00
  4395, ShuffleMapTask, 216.00, 2.00, 2344891.00, 1.00
  4374, ShuffleMapTask, 303.00, 3.00, 2468744.00, 1.00
  4366, ShuffleMapTask, 333.00, 2.00, 1931280.00, 1.00
  4405, ShuffleMapTask, 198.00, 2.00, 1834400.00, 0.00
  4371, ShuffleMapTask, 320.00, 2.00, 1763807.00, 0.00
  4377, ShuffleMapTask, 296.00, 3.00, 2858331.00, 0.00
  4354, ShuffleMapTask, 369.00, 3.00, 2544233.00, 0.00
  4403, ShuffleMapTask, 207.00, 2.00, 1807774.00, 0.00
  4391, ShuffleMapTask, 255.00, 2.00, 1721318.00, 0.00
  4397, ShuffleMapTask, 233.00, 1.00, 1955095.00, 0.00
  4378, ShuffleMapTask, 311.00, 3.00, 2290896.00, 0.00
  4406, ShuffleMapTask, 202.00, 3.00, 2288762.00, 0.00
  4415, ShuffleMapTask, 183.00, 2.00, 1680864.00, 0.00
  4404, ShuffleMapTask, 224.00, 2.00, 2098686.00, 0.00
  4321, ShuffleMapTask, 511.00, 2.00, 2146623.00, 1.00
  4407, ShuffleMapTask, 210.00, 2.00, 1858103.00, 0.00
  4386, ShuffleMapTask, 303.00, 2.00, 1790915.00, 1.00
  4385, ShuffleMapTask, 306.00, 2.00, 1846881.00, 0.00
  4392, ShuffleMapTask, 284.00, 3.00, 2367047.00, 0.00
  4413, ShuffleMapTask, 212.00, 2.00, 1916303.00, 0.00
  4414, ShuffleMapTask, 205.00, 3.00, 1930268.00, 0.00
  4411, ShuffleMapTask, 217.00, 3.00, 1782602.00, 0.00
  4381, ShuffleMapTask, 329.00, 3.00, 2437730.00, 0.00
  4401, ShuffleMapTask, 253.00, 2.00, 2124132.00, 0.00
  4396, ShuffleMapTask, 270.00, 2.00, 2074453.00, 0.00
  4412, ShuffleMapTask, 219.00, 2.00, 1783182.00, 1.00
  4408, ShuffleMapTask, 225.00, 2.00, 1305253.00, 0.00
  4387, ShuffleMapTask, 323.00, 2.00, 1863017.00, 0.00
  4409, ShuffleMapTask, 248.00, 2.00, 1808336.00, 0.00
  4399, ShuffleMapTask, 293.00, 2.00, 1832408.00, 0.00
  4426, ShuffleMapTask, 188.00, 1.00, 1327100.00, 0.00
  4430, ShuffleMapTask, 187.00, 2.00, 1615076.00, 0.00
  4427, ShuffleMapTask, 189.00, 2.00, 2130202.00, 0.00
  4428, ShuffleMapTask, 192.00, 0.00, 1582924.00, 0.00
  4390, ShuffleMapTask, 342.00, 2.00, 1691017.00, 0.00
  4423, ShuffleMapTask, 201.00, 2.00, 1879294.00, 0.00
  4410, ShuffleMapTask, 277.00, 4.00, 2930506.00, 0.00
  4438, ShuffleMapTask, 201.00, 2.00, 2037077.00, 0.00
  4434, ShuffleMapTask, 205.00, 1.00, 1320795.00, 0.00
  4421, ShuffleMapTask, 212.00, 3.00, 2760489.00, 0.00
  4422, ShuffleMapTask, 216.00, 2.00, 2127946.00, 0.00
  4439, ShuffleMapTask, 213.00, 2.00, 1797966.00, 0.00
  4431, ShuffleMapTask, 220.00, 2.00, 1447070.00, 0.00
  4435, ShuffleMapTask, 218.00, 2.00, 1756014.00, 0.00
  4323, ShuffleMapTask, 594.00, 2.00, 1927269.00, 0.00
  4443, ShuffleMapTask, 183.00, 2.00, 1910305.00, 0.00
  4363, ShuffleMapTask, 465.00, 2.00, 2396518.00, 0.00
  4429, ShuffleMapTask, 232.00, 1.00, 1883542.00, 0.00
  4432, ShuffleMapTask, 231.00, 1.00, 1352134.00, 0.00
  4420, ShuffleMapTask, 240.00, 2.00, 2096023.00, 0.00
  4433, ShuffleMapTask, 235.00, 2.00, 1683570.00, 0.00
  4442, ShuffleMapTask, 209.00, 3.00, 2470217.00, 0.00
  4417, ShuffleMapTask, 300.00, 2.00, 2452273.00, 0.00
  4452, ShuffleMapTask, 188.00, 3.00, 1793739.00, 0.00
  4450, ShuffleMapTask, 196.00, 2.00, 1815735.00, 0.00
  4454, ShuffleMapTask, 192.00, 3.00, 2105785.00, 0.00
  4393, ShuffleMapTask, 412.00, 2.00, 1960361.00, 0.00
  4458, ShuffleMapTask, 189.00, 2.00, 1856795.00, 0.00
  4437, ShuffleMapTask, 277.00, 2.00, 1316437.00, 0.00
  4424, ShuffleMapTask, 291.00, 3.00, 2778157.00, 0.00
  4400, ShuffleMapTask, 403.00, 1.00, 2030384.00, 0.00
  4468, ShuffleMapTask, 189.00, 2.00, 2077914.00, 0.00
  4460, ShuffleMapTask, 207.00, 4.00, 2040748.00, 0.00
  4419, ShuffleMapTask, 307.00, 3.00, 2629723.00, 0.00
  4459, ShuffleMapTask, 217.00, 1.00, 1515260.00, 1.00
  4444, ShuffleMapTask, 262.00, 1.00, 1880799.00, 0.00
  4441, ShuffleMapTask, 289.00, 3.00, 2483128.00, 1.00
  4465, ShuffleMapTask, 208.00, 3.00, 2204735.00, 0.00
  4425, ShuffleMapTask, 316.00, 2.00, 1970897.00, 0.00
  4436, ShuffleMapTask, 310.00, 3.00, 2158876.00, 0.00
  4455, ShuffleMapTask, 238.00, 2.00, 1845021.00, 0.00
  4472, ShuffleMapTask, 191.00, 3.00, 1988528.00, 0.00
  4469, ShuffleMapTask, 216.00, 2.00, 2072123.00, 0.00
  4485, ShuffleMapTask, 193.00, 2.00, 1796137.00, 0.00
  4486, ShuffleMapTask, 201.00, 2.00, 1598006.00, 0.00
  4447, ShuffleMapTask, 300.00, 3.00, 2586427.00, 0.00
  4475, ShuffleMapTask, 228.00, 2.00, 1619964.00, 0.00
  4464, ShuffleMapTask, 260.00, 2.00, 1678967.00, 0.00
  4473, ShuffleMapTask, 234.00, 3.00, 2357875.00, 0.00
  4476, ShuffleMapTask, 230.00, 2.00, 1719956.00, 0.00
  4457, ShuffleMapTask, 281.00, 3.00, 1886718.00, 0.00
  4453, ShuffleMapTask, 288.00, 4.00, 2340698.00, 0.00
  4492, ShuffleMapTask, 183.00, 2.00, 1926574.00, 0.00
  4484, ShuffleMapTask, 236.00, 4.00, 1850319.00, 0.00
  4470, ShuffleMapTask, 270.00, 2.00, 1975368.00, 0.00
  4446, ShuffleMapTask, 336.00, 2.00, 2096587.00, 0.00
  4477, ShuffleMapTask, 256.00, 2.00, 2101589.00, 0.00
  4466, ShuffleMapTask, 290.00, 2.00, 2348986.00, 0.00
  4497, ShuffleMapTask, 192.00, 2.00, 1830390.00, 0.00
  4498, ShuffleMapTask, 195.00, 2.00, 1966960.00, 0.00
  4418, ShuffleMapTask, 447.00, 2.00, 1863437.00, 1.00
  4462, ShuffleMapTask, 310.00, 2.00, 1852169.00, 0.00
  4461, ShuffleMapTask, 316.00, 3.00, 2781709.00, 0.00
  4502, ShuffleMapTask, 194.00, 2.00, 1609438.00, 0.00
  4471, ShuffleMapTask, 294.00, 2.00, 1967817.00, 0.00
  4440, ShuffleMapTask, 408.00, 2.00, 1703270.00, 0.00
  4449, ShuffleMapTask, 348.00, 2.00, 2252803.00, 0.00
  4508, ShuffleMapTask, 187.00, 2.00, 1768795.00, 1.00
  4505, ShuffleMapTask, 198.00, 2.00, 1892332.00, 0.00
  4483, ShuffleMapTask, 277.00, 2.00, 1994675.00, 0.00
  4504, ShuffleMapTask, 204.00, 2.00, 1883165.00, 0.00
  4509, ShuffleMapTask, 193.00, 2.00, 1552404.00, 0.00
  4474, ShuffleMapTask, 296.00, 2.00, 1967750.00, 0.00
  4487, ShuffleMapTask, 265.00, 3.00, 2905800.00, 0.00
  4507, ShuffleMapTask, 202.00, 2.00, 1760710.00, 1.00
  4494, ShuffleMapTask, 244.00, 2.00, 2055843.00, 0.00
  4456, ShuffleMapTask, 373.00, 2.00, 2434224.00, 1.00
  4416, ShuffleMapTask, 509.00, 2.00, 2627981.00, 1.00
  4515, ShuffleMapTask, 194.00, 0.00, 1818331.00, 0.00
  4445, ShuffleMapTask, 415.00, 2.00, 1910545.00, 0.00
  4478, ShuffleMapTask, 327.00, 3.00, 2321405.00, 0.00
  4467, ShuffleMapTask, 363.00, 2.00, 1500471.00, 0.00
  4510, ShuffleMapTask, 236.00, 2.00, 1893739.00, 0.00
  4499, ShuffleMapTask, 266.00, 2.00, 1996666.00, 0.00
  4514, ShuffleMapTask, 206.00, 3.00, 2532382.00, 0.00
  4490, ShuffleMapTask, 289.00, 2.00, 1791952.00, 0.00
  4491, ShuffleMapTask, 294.00, 2.00, 1677300.00, 0.00
  4513, ShuffleMapTask, 217.00, 2.00, 2115130.00, 0.00
  4482, ShuffleMapTask, 335.00, 3.00, 2119684.00, 0.00
  4463, ShuffleMapTask, 381.00, 2.00, 1793041.00, 0.00
  4519, ShuffleMapTask, 196.00, 2.00, 1767881.00, 0.00
  4479, ShuffleMapTask, 341.00, 2.00, 1935997.00, 0.00
  4489, ShuffleMapTask, 310.00, 2.00, 2063877.00, 0.00
  4522, ShuffleMapTask, 187.00, 2.00, 1764202.00, 0.00
  4503, ShuffleMapTask, 267.00, 2.00, 1886248.00, 0.00
  4448, ShuffleMapTask, 428.00, 2.00, 1845168.00, 0.00
  4480, ShuffleMapTask, 345.00, 2.00, 2337975.00, 0.00
  4520, ShuffleMapTask, 199.00, 7.00, 2570184.00, 0.00
  4481, ShuffleMapTask, 348.00, 2.00, 1902981.00, 0.00
  4496, ShuffleMapTask, 294.00, 2.00, 2219471.00, 0.00
  4495, ShuffleMapTask, 305.00, 2.00, 1703390.00, 0.00
  4516, ShuffleMapTask, 227.00, 8.00, 3138937.00, 0.00
  4500, ShuffleMapTask, 298.00, 2.00, 1666286.00, 0.00
  4530, ShuffleMapTask, 192.00, 2.00, 2107341.00, 0.00
  4493, ShuffleMapTask, 332.00, 2.00, 2042722.00, 0.00
  4534, ShuffleMapTask, 188.00, 2.00, 1824165.00, 0.00
  4512, ShuffleMapTask, 289.00, 2.00, 2090069.00, 0.00
  4517, ShuffleMapTask, 270.00, 3.00, 1934398.00, 0.00
  4537, ShuffleMapTask, 182.00, 2.00, 1839730.00, 0.00
  4531, ShuffleMapTask, 233.00, 3.00, 1994369.00, 0.00
  4525, ShuffleMapTask, 256.00, 3.00, 1985020.00, 0.00
  4540, ShuffleMapTask, 203.00, 2.00, 2167137.00, 0.00
  4543, ShuffleMapTask, 194.00, 2.00, 1915965.00, 0.00
  4529, ShuffleMapTask, 266.00, 3.00, 2785052.00, 0.00
  4524, ShuffleMapTask, 280.00, 2.00, 1967231.00, 0.00
  4542, ShuffleMapTask, 213.00, 1.00, 1892373.00, 0.00
  4501, ShuffleMapTask, 367.00, 3.00, 1967234.00, 0.00
  4526, ShuffleMapTask, 279.00, 3.00, 2036187.00, 0.00
  4451, ShuffleMapTask, 513.00, 2.00, 2245374.00, 0.00
  4488, ShuffleMapTask, 415.00, 2.00, 1779852.00, 0.00
  4555, ShuffleMapTask, 177.00, 2.00, 2049109.00, 0.00
  4518, ShuffleMapTask, 318.00, 3.00, 1880297.00, 0.00
  4538, ShuffleMapTask, 238.00, 2.00, 2459923.00, 0.00
  4536, ShuffleMapTask, 249.00, 2.00, 2349276.00, 0.00
  4521, ShuffleMapTask, 316.00, 2.00, 2020792.00, 0.00
  4511, ShuffleMapTask, 379.00, 3.00, 2716142.00, 0.00
  4556, ShuffleMapTask, 201.00, 2.00, 1807556.00, 1.00
  4553, ShuffleMapTask, 208.00, 2.00, 1867611.00, 1.00
  4558, ShuffleMapTask, 203.00, 2.00, 1919799.00, 0.00
  4528, ShuffleMapTask, 314.00, 3.00, 2285728.00, 0.00
  4523, ShuffleMapTask, 329.00, 3.00, 2374094.00, 0.00
  4527, ShuffleMapTask, 317.00, 2.00, 2409591.00, 0.00
  4547, ShuffleMapTask, 236.00, 2.00, 2135243.00, 0.00
  4532, ShuffleMapTask, 308.00, 5.00, 2902291.00, 0.00
  4544, ShuffleMapTask, 248.00, 2.00, 1801929.00, 0.00
  4561, ShuffleMapTask, 211.00, 2.00, 2155670.00, 0.00
  4551, ShuffleMapTask, 227.00, 2.00, 1914070.00, 0.00
  4560, ShuffleMapTask, 225.00, 2.00, 2291235.00, 1.00
  4506, ShuffleMapTask, 426.00, 3.00, 2906066.00, 0.00
  4568, ShuffleMapTask, 189.00, 2.00, 1733224.00, 0.00
  4548, ShuffleMapTask, 262.00, 2.00, 1851804.00, 0.00
  4565, ShuffleMapTask, 231.00, 3.00, 2565689.00, 0.00
  4575, ShuffleMapTask, 194.00, 2.00, 1849488.00, 0.00
  4535, ShuffleMapTask, 313.00, 3.00, 1882100.00, 0.00
  4574, ShuffleMapTask, 200.00, 2.00, 1964609.00, 0.00
  4541, ShuffleMapTask, 309.00, 2.00, 2148847.00, 0.00
  4577, ShuffleMapTask, 194.00, 3.00, 1939697.00, 0.00
  4533, ShuffleMapTask, 334.00, 3.00, 1991618.00, 0.00
  4582, ShuffleMapTask, 195.00, 7.00, 2070515.00, 0.00
  4554, ShuffleMapTask, 265.00, 3.00, 2778669.00, 0.00
  4557, ShuffleMapTask, 266.00, 2.00, 1944929.00, 0.00
  4549, ShuffleMapTask, 285.00, 2.00, 2091176.00, 0.00
